Orthologous Groups Frequency Analysis
==================================================

Files processed: 27,866
Files with orthologous_groups: 18,159
Total orthologous_groups instances: 88,315
Unique orthologous_groups types: 57,191

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
14767	3D13K@33213|Bilateria	1	0.001%
14768	480GP@7711|Chordata	1	0.001%
14769	48W2K@7742|Vertebrata	1	0.001%
14770	3JBV9@40674|Mammalia	1	0.001%
14771	35G8G@314146|Euarchontoglires	1	0.001%
14772	4PVRR@9989|Rodentia	1	0.001%
14773	487GU@7711|Chordata	1	0.001%
14774	48WKV@7742|Vertebrata	1	0.001%
14775	3J632@40674|Mammalia	1	0.001%
14776	35BX3@314146|Euarchontoglires	1	0.001%
14777	4Q0VB@9989|Rodentia	1	0.001%
14778	3C6A6@33208|Metazoa	1	0.001%
14779	3DEND@33213|Bilateria	1	0.001%
14780	48HK3@7711|Chordata	1	0.001%
14781	49FFS@7742|Vertebrata	1	0.001%
14782	3JIND@40674|Mammalia	1	0.001%
14783	35RGS@314146|Euarchontoglires	1	0.001%
14784	4Q6N0@9989|Rodentia	1	0.001%
14785	KOG0897@1|root	1	0.001%
14786	KOG0897@2759|Eukaryota	1	0.001%
14787	38HWB@33154|Opisthokonta	1	0.001%
14788	3BC59@33208|Metazoa	1	0.001%
14789	3D472@33213|Bilateria	1	0.001%
14790	486E1@7711|Chordata	1	0.001%
14791	49339@7742|Vertebrata	1	0.001%
14792	3J8MB@40674|Mammalia	1	0.001%
14793	35KSB@314146|Euarchontoglires	1	0.001%
14794	4Q70U@9989|Rodentia	1	0.001%
14795	KOG1669@2759|Eukaryota	1	0.001%
14796	38GD4@33154|Opisthokonta	1	0.001%
14797	3BGXI@33208|Metazoa	1	0.001%
14798	3CYQH@33213|Bilateria	1	0.001%
14799	4810N@7711|Chordata	1	0.001%
14800	496DP@7742|Vertebrata	1	0.001%
14801	3J7RV@40674|Mammalia	1	0.001%
14802	3EK5Y@33554|Carnivora	1	0.001%
14803	38CGW@33154|Opisthokonta	1	0.001%
14804	3BEXX@33208|Metazoa	1	0.001%
14805	3CV8Y@33213|Bilateria	1	0.001%
14806	47Z98@7711|Chordata	1	0.001%
14807	492GD@7742|Vertebrata	1	0.001%
14808	3J4SZ@40674|Mammalia	1	0.001%
14809	359NH@314146|Euarchontoglires	1	0.001%
14810	4Q0RX@9989|Rodentia	1	0.001%
14811	KOG3212@2759|Eukaryota	1	0.001%
14812	3A1W9@33154|Opisthokonta	1	0.001%
14813	3BQFZ@33208|Metazoa	1	0.001%
14814	3D3JN@33213|Bilateria	1	0.001%
14815	489P2@7711|Chordata	1	0.001%
14816	495I9@7742|Vertebrata	1	0.001%
14817	3JC1V@40674|Mammalia	1	0.001%
14818	358YR@314146|Euarchontoglires	1	0.001%
14819	4PWGP@9989|Rodentia	1	0.001%
14820	482SY@7711|Chordata	1	0.001%
14821	498H9@7742|Vertebrata	1	0.001%
14822	3J4VG@40674|Mammalia	1	0.001%
14823	35KHQ@314146|Euarchontoglires	1	0.001%
14824	4Q3CR@9989|Rodentia	1	0.001%
14825	39W36@33154|Opisthokonta	1	0.001%
14826	3BMU1@33208|Metazoa	1	0.001%
14827	3CTFS@33213|Bilateria	1	0.001%
14828	486UB@7711|Chordata	1	0.001%
14829	49AKG@7742|Vertebrata	1	0.001%
14830	3JG9Q@40674|Mammalia	1	0.001%
14831	35RM8@314146|Euarchontoglires	1	0.001%
14832	4Q7BT@9989|Rodentia	1	0.001%
14833	28MTQ@1|root	1	0.001%
14834	2QUBZ@2759|Eukaryota	1	0.001%
14835	39V7K@33154|Opisthokonta	1	0.001%
14836	3BNTB@33208|Metazoa	1	0.001%
14837	3CVV1@33213|Bilateria	1	0.001%
14838	48CTN@7711|Chordata	1	0.001%
14839	494HM@7742|Vertebrata	1	0.001%
14840	3JCNM@40674|Mammalia	1	0.001%
14841	35BX5@314146|Euarchontoglires	1	0.001%
14842	4PTQ2@9989|Rodentia	1	0.001%
14843	38HPY@33154|Opisthokonta	1	0.001%
14844	3BK0N@33208|Metazoa	1	0.001%
14845	3CY4Q@33213|Bilateria	1	0.001%
14846	480HH@7711|Chordata	1	0.001%
14847	491M3@7742|Vertebrata	1	0.001%
14848	3J6AM@40674|Mammalia	1	0.001%
14849	359YF@314146|Euarchontoglires	1	0.001%
14850	4PY5A@9989|Rodentia	1	0.001%
14851	2CEG8@1|root	1	0.001%
14852	2TFBX@2759|Eukaryota	1	0.001%
14853	3AMQN@33154|Opisthokonta	1	0.001%
14854	3C0FN@33208|Metazoa	1	0.001%
14855	3DGXI@33213|Bilateria	1	0.001%
14856	48JSG@7711|Chordata	1	0.001%
14857	49GQW@7742|Vertebrata	1	0.001%
14858	3JJK7@40674|Mammalia	1	0.001%
14859	35SRJ@314146|Euarchontoglires	1	0.001%
14860	KOG4531@1|root	1	0.001%
14861	KOG4531@2759|Eukaryota	1	0.001%
14862	3A89E@33154|Opisthokonta	1	0.001%
14863	3BPQ0@33208|Metazoa	1	0.001%
14864	3CUWM@33213|Bilateria	1	0.001%
14865	487RK@7711|Chordata	1	0.001%
14866	48V79@7742|Vertebrata	1	0.001%
14867	3JCDM@40674|Mammalia	1	0.001%
14868	35NV2@314146|Euarchontoglires	1	0.001%
14869	4Q1DX@9989|Rodentia	1	0.001%
14870	39P6M@33154|Opisthokonta	1	0.001%
14871	3CQRK@33208|Metazoa	1	0.001%
14872	3E6Z3@33213|Bilateria	1	0.001%
14873	48SMK@7711|Chordata	1	0.001%
14874	49P55@7742|Vertebrata	1	0.001%
14875	3JP2Q@40674|Mammalia	1	0.001%
14876	35S3J@314146|Euarchontoglires	1	0.001%
14877	39HG5@33154|Opisthokonta	1	0.001%
14878	3BJ3N@33208|Metazoa	1	0.001%
14879	3D0KY@33213|Bilateria	1	0.001%
14880	4895H@7711|Chordata	1	0.001%
14881	4967E@7742|Vertebrata	1	0.001%
14882	3J5T7@40674|Mammalia	1	0.001%
14883	35FME@314146|Euarchontoglires	1	0.001%
14884	4Q22Y@9989|Rodentia	1	0.001%
14885	482FV@7711|Chordata	1	0.001%
14886	497G1@7742|Vertebrata	1	0.001%
14887	3JBWZ@40674|Mammalia	1	0.001%
14888	35GYV@314146|Euarchontoglires	1	0.001%
14889	4PXI3@9989|Rodentia	1	0.001%
14890	KOG1827@2759|Eukaryota	1	0.001%
14891	38GU3@33154|Opisthokonta	1	0.001%
14892	3BCB9@33208|Metazoa	1	0.001%
14893	3CWIZ@33213|Bilateria	1	0.001%
14894	489WM@7711|Chordata	1	0.001%
14895	48URT@7742|Vertebrata	1	0.001%
14896	3J2X4@40674|Mammalia	1	0.001%
14897	35A38@314146|Euarchontoglires	1	0.001%
14898	4Q4N0@9989|Rodentia	1	0.001%
14899	3CNMX@33208|Metazoa	1	0.001%
14900	3E4T9@33213|Bilateria	1	0.001%
14901	48RDW@7711|Chordata	1	0.001%
14902	49MZS@7742|Vertebrata	1	0.001%
14903	3JQ3A@40674|Mammalia	1	0.001%
14904	35UGJ@314146|Euarchontoglires	1	0.001%
14905	4Q729@9989|Rodentia	1	0.001%
14906	38BAH@33154|Opisthokonta	1	0.001%
14907	3BABX@33208|Metazoa	1	0.001%
14908	3CRDG@33213|Bilateria	1	0.001%
14909	4811U@7711|Chordata	1	0.001%
14910	48ZGG@7742|Vertebrata	1	0.001%
14911	3J4NA@40674|Mammalia	1	0.001%
14912	35C60@314146|Euarchontoglires	1	0.001%
14913	4PXM7@9989|Rodentia	1	0.001%
14914	39S11@33154|Opisthokonta	1	0.001%
14915	3BFSQ@33208|Metazoa	1	0.001%
14916	3DE10@33213|Bilateria	1	0.001%
14917	48DEF@7711|Chordata	1	0.001%
14918	497FA@7742|Vertebrata	1	0.001%
14919	3J5KM@40674|Mammalia	1	0.001%
14920	35PFG@314146|Euarchontoglires	1	0.001%
14921	4Q7E6@9989|Rodentia	1	0.001%
14922	KOG1837@1|root	1	0.001%
14923	KOG1837@2759|Eukaryota	1	0.001%
14924	38FG2@33154|Opisthokonta	1	0.001%
14925	3BJ81@33208|Metazoa	1	0.001%
14926	3CS6K@33213|Bilateria	1	0.001%
14927	487MG@7711|Chordata	1	0.001%
14928	4985T@7742|Vertebrata	1	0.001%
14929	3J973@40674|Mammalia	1	0.001%
14930	359P3@314146|Euarchontoglires	1	0.001%
14931	4Q1R6@9989|Rodentia	1	0.001%
14932	487UQ@7711|Chordata	1	0.001%
14933	496AP@7742|Vertebrata	1	0.001%
14934	3J6GX@40674|Mammalia	1	0.001%
14935	359IH@314146|Euarchontoglires	1	0.001%
14936	4Q4W1@9989|Rodentia	1	0.001%
14937	38VR6@33154|Opisthokonta	1	0.001%
14938	3BBFJ@33208|Metazoa	1	0.001%
14939	3CV81@33213|Bilateria	1	0.001%
14940	48BSZ@7711|Chordata	1	0.001%
14941	48V24@7742|Vertebrata	1	0.001%
14942	3JAC9@40674|Mammalia	1	0.001%
14943	35N54@314146|Euarchontoglires	1	0.001%
14944	4Q364@9989|Rodentia	1	0.001%
14945	KOG3850@1|root	1	0.001%
14946	KOG3850@2759|Eukaryota	1	0.001%
14947	38G34@33154|Opisthokonta	1	0.001%
14948	3BGAN@33208|Metazoa	1	0.001%
14949	3D2C0@33213|Bilateria	1	0.001%
14950	47ZC9@7711|Chordata	1	0.001%
14951	48WGK@7742|Vertebrata	1	0.001%
14952	3JD2P@40674|Mammalia	1	0.001%
14953	35KND@314146|Euarchontoglires	1	0.001%
14954	4Q2FW@9989|Rodentia	1	0.001%
14955	29MVM@1|root	1	0.001%
14956	2RV5V@2759|Eukaryota	1	0.001%
14957	39TFJ@33154|Opisthokonta	1	0.001%
14958	3BHDF@33208|Metazoa	1	0.001%
14959	3D2IG@33213|Bilateria	1	0.001%
14960	4875V@7711|Chordata	1	0.001%
14961	497HY@7742|Vertebrata	1	0.001%
14962	3JQ9R@40674|Mammalia	1	0.001%
14963	2A93T@1|root	1	0.001%
14964	2RYHN@2759|Eukaryota	1	0.001%
14965	38WTW@33154|Opisthokonta	1	0.001%
14966	3BAS9@33208|Metazoa	1	0.001%
14967	3CT4T@33213|Bilateria	1	0.001%
14968	483AE@7711|Chordata	1	0.001%
14969	4930F@7742|Vertebrata	1	0.001%
14970	3JBKU@40674|Mammalia	1	0.001%
14971	35HK0@314146|Euarchontoglires	1	0.001%
14972	4PVIK@9989|Rodentia	1	0.001%
14973	2TAJ0@2759|Eukaryota	1	0.001%
14974	3AMK9@33154|Opisthokonta	1	0.001%
14975	3C0AM@33208|Metazoa	1	0.001%
14976	3D8CX@33213|Bilateria	1	0.001%
14977	48G8Y@7711|Chordata	1	0.001%
14978	49D2X@7742|Vertebrata	1	0.001%
14979	3JI0V@40674|Mammalia	1	0.001%
14980	35QXB@314146|Euarchontoglires	1	0.001%
14981	2CAKQ@1|root	1	0.001%
14982	2QPYT@2759|Eukaryota	1	0.001%
14983	39APP@33154|Opisthokonta	1	0.001%
14984	3BBB8@33208|Metazoa	1	0.001%
14985	3D2BM@33213|Bilateria	1	0.001%
14986	4895U@7711|Chordata	1	0.001%
14987	48WN0@7742|Vertebrata	1	0.001%
14988	3J2NC@40674|Mammalia	1	0.001%
14989	35JP6@314146|Euarchontoglires	1	0.001%
14990	4PYI2@9989|Rodentia	1	0.001%
14991	2E86H@1|root	1	0.001%
14992	2SEPY@2759|Eukaryota	1	0.001%
14993	3APJB@33154|Opisthokonta	1	0.001%
14994	3C2ZA@33208|Metazoa	1	0.001%
14995	3DARZ@33213|Bilateria	1	0.001%
14996	48GJU@7711|Chordata	1	0.001%
14997	49DIN@7742|Vertebrata	1	0.001%
14998	3JI8N@40674|Mammalia	1	0.001%
14999	2B0R2@1|root	1	0.001%
15000	2S08J@2759|Eukaryota	1	0.001%
15001	39UN5@33154|Opisthokonta	1	0.001%
15002	3BJUR@33208|Metazoa	1	0.001%
15003	3D2YI@33213|Bilateria	1	0.001%
15004	48CY2@7711|Chordata	1	0.001%
15005	497ZV@7742|Vertebrata	1	0.001%
15006	3JEUQ@40674|Mammalia	1	0.001%
15007	35JX5@314146|Euarchontoglires	1	0.001%
15008	2DHWT@1|root	1	0.001%
15009	2S5XG@2759|Eukaryota	1	0.001%
15010	3A574@33154|Opisthokonta	1	0.001%
15011	3BRZZ@33208|Metazoa	1	0.001%
15012	3D6XV@33213|Bilateria	1	0.001%
15013	48EDH@7711|Chordata	1	0.001%
15014	48ZFR@7742|Vertebrata	1	0.001%
15015	3JCBG@40674|Mammalia	1	0.001%
15016	35PZ6@314146|Euarchontoglires	1	0.001%
15017	4Q5KA@9989|Rodentia	1	0.001%
15018	39U6A@33154|Opisthokonta	1	0.001%
15019	3BFME@33208|Metazoa	1	0.001%
15020	3CYMM@33213|Bilateria	1	0.001%
15021	48BBU@7711|Chordata	1	0.001%
15022	4947H@7742|Vertebrata	1	0.001%
15023	3J57E@40674|Mammalia	1	0.001%
15024	35BER@314146|Euarchontoglires	1	0.001%
15025	4PXPV@9989|Rodentia	1	0.001%
15026	39P70@33154|Opisthokonta	1	0.001%
15027	3CQS4@33208|Metazoa	1	0.001%
15028	3E6ZJ@33213|Bilateria	1	0.001%
15029	48I9Y@7711|Chordata	1	0.001%
15030	49E9V@7742|Vertebrata	1	0.001%
15031	3JIM5@40674|Mammalia	1	0.001%
15032	35VZQ@314146|Euarchontoglires	1	0.001%
15033	4QAF8@9989|Rodentia	1	0.001%
15034	28M7A@1|root	1	0.001%
15035	2QTQB@2759|Eukaryota	1	0.001%
15036	38G8E@33154|Opisthokonta	1	0.001%
15037	3BBEV@33208|Metazoa	1	0.001%
15038	3CXTY@33213|Bilateria	1	0.001%
15039	489KU@7711|Chordata	1	0.001%
15040	494DM@7742|Vertebrata	1	0.001%
15041	3J36X@40674|Mammalia	1	0.001%
15042	35KN7@314146|Euarchontoglires	1	0.001%
15043	4Q0K3@9989|Rodentia	1	0.001%
15044	2FHAU@1|root	1	0.001%
15045	2TIQB@2759|Eukaryota	1	0.001%
15046	3A6ZP@33154|Opisthokonta	1	0.001%
15047	3BT7C@33208|Metazoa	1	0.001%
15048	3DBIR@33213|Bilateria	1	0.001%
15049	48FVQ@7711|Chordata	1	0.001%
15050	49D0U@7742|Vertebrata	1	0.001%
15051	3JHZ3@40674|Mammalia	1	0.001%
15052	35R5E@314146|Euarchontoglires	1	0.001%
15053	4Q6DQ@9989|Rodentia	1	0.001%
15054	2C1V1@1|root	1	0.001%
15055	2RISU@2759|Eukaryota	1	0.001%
15056	38HMS@33154|Opisthokonta	1	0.001%
15057	3BK2V@33208|Metazoa	1	0.001%
15058	3D2QD@33213|Bilateria	1	0.001%
15059	485A9@7711|Chordata	1	0.001%
15060	49414@7742|Vertebrata	1	0.001%
15061	3J6RW@40674|Mammalia	1	0.001%
15062	35H5X@314146|Euarchontoglires	1	0.001%
15063	4Q0AG@9989|Rodentia	1	0.001%
15064	491QR@7742|Vertebrata	1	0.001%
15065	3JFZE@40674|Mammalia	1	0.001%
15066	35GJD@314146|Euarchontoglires	1	0.001%
15067	4Q2CI@9989|Rodentia	1	0.001%
15068	39JHT@33154|Opisthokonta	1	0.001%
15069	3BD66@33208|Metazoa	1	0.001%
15070	3CSS4@33213|Bilateria	1	0.001%
15071	4843Q@7711|Chordata	1	0.001%
15072	4986K@7742|Vertebrata	1	0.001%
15073	3J6Y9@40674|Mammalia	1	0.001%
15074	35AIB@314146|Euarchontoglires	1	0.001%
15075	4PX0X@9989|Rodentia	1	0.001%
15076	KOG1085@2759|Eukaryota	1	0.001%
15077	38VZR@33154|Opisthokonta	1	0.001%
15078	3BJPY@33208|Metazoa	1	0.001%
15079	3CVEQ@33213|Bilateria	1	0.001%
15080	4872W@7711|Chordata	1	0.001%
15081	494PK@7742|Vertebrata	1	0.001%
15082	3J1M1@40674|Mammalia	1	0.001%
15083	35FH1@314146|Euarchontoglires	1	0.001%
15084	4PYQU@9989|Rodentia	1	0.001%
15085	2BXG5@1|root	1	0.001%
15086	2RTGK@2759|Eukaryota	1	0.001%
15087	39XYJ@33154|Opisthokonta	1	0.001%
15088	3BH5M@33208|Metazoa	1	0.001%
15089	3D5XS@33213|Bilateria	1	0.001%
15090	47ZZ8@7711|Chordata	1	0.001%
15091	498HT@7742|Vertebrata	1	0.001%
15092	3J40T@40674|Mammalia	1	0.001%
15093	35N48@314146|Euarchontoglires	1	0.001%
15094	4Q81G@9989|Rodentia	1	0.001%
15095	38FYD@33154|Opisthokonta	1	0.001%
15096	3BFPT@33208|Metazoa	1	0.001%
15097	3CS9J@33213|Bilateria	1	0.001%
15098	48604@7711|Chordata	1	0.001%
15099	48ZNR@7742|Vertebrata	1	0.001%
15100	3J964@40674|Mammalia	1	0.001%
15101	35P0A@314146|Euarchontoglires	1	0.001%
15102	4PXF5@9989|Rodentia	1	0.001%
15103	2CAP9@1|root	1	0.001%
15104	2RZ50@2759|Eukaryota	1	0.001%
15105	3A1QU@33154|Opisthokonta	1	0.001%
15106	3BQ9T@33208|Metazoa	1	0.001%
15107	3D75F@33213|Bilateria	1	0.001%
15108	48EIU@7711|Chordata	1	0.001%
15109	49BHX@7742|Vertebrata	1	0.001%
15110	3JGWY@40674|Mammalia	1	0.001%
15111	35Q37@314146|Euarchontoglires	1	0.001%
15112	4Q5J5@9989|Rodentia	1	0.001%
15113	482PN@7711|Chordata	1	0.001%
15114	4954F@7742|Vertebrata	1	0.001%
15115	3J7XF@40674|Mammalia	1	0.001%
15116	35CVI@314146|Euarchontoglires	1	0.001%
15117	4PTDM@9989|Rodentia	1	0.001%
15118	2CEFB@1|root	1	0.001%
15119	2T9GU@2759|Eukaryota	1	0.001%
15120	3A8PC@33154|Opisthokonta	1	0.001%
15121	3BUYB@33208|Metazoa	1	0.001%
15122	3DAVY@33213|Bilateria	1	0.001%
15123	48GSD@7711|Chordata	1	0.001%
15124	49DDM@7742|Vertebrata	1	0.001%
15125	3JI54@40674|Mammalia	1	0.001%
15126	35R9E@314146|Euarchontoglires	1	0.001%
15127	4Q6F4@9989|Rodentia	1	0.001%
15128	38DFF@33154|Opisthokonta	1	0.001%
15129	3BF8G@33208|Metazoa	1	0.001%
15130	3CVVB@33213|Bilateria	1	0.001%
15131	47ZEN@7711|Chordata	1	0.001%
15132	48ZGD@7742|Vertebrata	1	0.001%
15133	3JETE@40674|Mammalia	1	0.001%
15134	35I9N@314146|Euarchontoglires	1	0.001%
15135	4PZ1T@9989|Rodentia	1	0.001%
15136	3JBVY@40674|Mammalia	1	0.001%
15137	35DSC@314146|Euarchontoglires	1	0.001%
15138	4PVFN@9989|Rodentia	1	0.001%
15139	2C0QY@1|root	1	0.001%
15140	2S1RU@2759|Eukaryota	1	0.001%
15141	3A4JQ@33154|Opisthokonta	1	0.001%
15142	3BRCE@33208|Metazoa	1	0.001%
15143	3D8EB@33213|Bilateria	1	0.001%
15144	48B6T@7711|Chordata	1	0.001%
15145	499E6@7742|Vertebrata	1	0.001%
15146	3JBFC@40674|Mammalia	1	0.001%
15147	35MV8@314146|Euarchontoglires	1	0.001%
15148	4Q5DA@9989|Rodentia	1	0.001%
15149	3J9VB@40674|Mammalia	1	0.001%
15150	358ZD@314146|Euarchontoglires	1	0.001%
15151	4Q6W5@9989|Rodentia	1	0.001%
15152	3J27C@40674|Mammalia	1	0.001%
15153	35TZK@314146|Euarchontoglires	1	0.001%
15154	3B9Y1@33208|Metazoa	1	0.001%
15155	3CS24@33213|Bilateria	1	0.001%
15156	486EA@7711|Chordata	1	0.001%
15157	491EY@7742|Vertebrata	1	0.001%
15158	3JARN@40674|Mammalia	1	0.001%
15159	35I8M@314146|Euarchontoglires	1	0.001%
15160	4Q41F@9989|Rodentia	1	0.001%
15161	39HX7@33154|Opisthokonta	1	0.001%
15162	3BDSI@33208|Metazoa	1	0.001%
15163	3CXPQ@33213|Bilateria	1	0.001%
15164	4862S@7711|Chordata	1	0.001%
15165	498VW@7742|Vertebrata	1	0.001%
15166	3J54T@40674|Mammalia	1	0.001%
15167	35SCE@314146|Euarchontoglires	1	0.001%
15168	3DDKX@33213|Bilateria	1	0.001%
15169	48HFB@7711|Chordata	1	0.001%
15170	49G1H@7742|Vertebrata	1	0.001%
15171	3JJ33@40674|Mammalia	1	0.001%
15172	35RC9@314146|Euarchontoglires	1	0.001%
15173	4Q9QQ@9989|Rodentia	1	0.001%
15174	2GNRT@201174|Actinobacteria	1	0.001%
15175	4EUFJ@85013|Frankiales	1	0.001%
15176	2BVGA@1|root	1	0.001%
15177	2S289@2759|Eukaryota	1	0.001%
15178	39Z8Z@33154|Opisthokonta	1	0.001%
15179	3BKDJ@33208|Metazoa	1	0.001%
15180	3D4Q7@33213|Bilateria	1	0.001%
15181	48CWX@7711|Chordata	1	0.001%
15182	497RA@7742|Vertebrata	1	0.001%
15183	3J2N4@40674|Mammalia	1	0.001%
15184	35DBS@314146|Euarchontoglires	1	0.001%
15185	4Q0BW@9989|Rodentia	1	0.001%
15186	2GKQB@201174|Actinobacteria	1	0.001%
15187	39TKX@33154|Opisthokonta	1	0.001%
15188	3BAVM@33208|Metazoa	1	0.001%
15189	3CS3K@33213|Bilateria	1	0.001%
15190	486NQ@7711|Chordata	1	0.001%
15191	4964W@7742|Vertebrata	1	0.001%
15192	3JE4W@40674|Mammalia	1	0.001%
15193	35P7U@314146|Euarchontoglires	1	0.001%
15194	4PSPR@9989|Rodentia	1	0.001%
15195	COG5412@1|root	1	0.001%
15196	COG5412@2|Bacteria	1	0.001%
15197	2GNNQ@201174|Actinobacteria	1	0.001%
15198	2H0GB@201174|Actinobacteria	1	0.001%
15199	COG0351@2|Bacteria	1	0.001%
15200	2GKZM@201174|Actinobacteria	1	0.001%
15201	4ESRD@85013|Frankiales	1	0.001%
15202	2HTVG@201174|Actinobacteria	1	0.001%
15203	4EUVH@85013|Frankiales	1	0.001%
15204	2DQ4S@1|root	1	0.001%
15205	334RC@2|Bacteria	1	0.001%
15206	2GQI7@201174|Actinobacteria	1	0.001%
15207	2GN3X@201174|Actinobacteria	1	0.001%
15208	4EWD4@85013|Frankiales	1	0.001%
15209	2E7U3@1|root	1	0.001%
15210	33294@2|Bacteria	1	0.001%
15211	2INHP@201174|Actinobacteria	1	0.001%
15212	4E45H@85010|Pseudonocardiales	1	0.001%
15213	46UA2@74201|Verrucomicrobia	1	0.001%
15214	COG0327@2|Bacteria	1	0.001%
15215	2GKHZ@201174|Actinobacteria	1	0.001%
15216	4ES0X@85013|Frankiales	1	0.001%
15217	COG0458@2|Bacteria	1	0.001%
15218	1RFH4@1224|Proteobacteria	1	0.001%
15219	2A78K@1|root	1	0.001%
15220	30W52@2|Bacteria	1	0.001%
15221	2GS0N@201174|Actinobacteria	1	0.001%
15222	COG5449@1|root	1	0.001%
15223	COG5449@2|Bacteria	1	0.001%
15224	2AXUG@1|root	1	0.001%
15225	31PVM@2|Bacteria	1	0.001%
15226	2IM9P@201174|Actinobacteria	1	0.001%
15227	23AGP@1762|Mycobacteriaceae	1	0.001%
15228	2GNDR@201174|Actinobacteria	1	0.001%
15229	COG0821@1|root	1	0.001%
15230	COG0821@2|Bacteria	1	0.001%
15231	2GK2S@201174|Actinobacteria	1	0.001%
15232	4ERRE@85013|Frankiales	1	0.001%
15233	2DSEF@1|root	1	0.001%
15234	33FTN@2|Bacteria	1	0.001%
15235	2GZY7@201174|Actinobacteria	1	0.001%
15236	2EH1V@1|root	1	0.001%
15237	33ATU@2|Bacteria	1	0.001%
15238	2GU12@201174|Actinobacteria	1	0.001%
15239	COG2232@1|root	1	0.001%
15240	COG2232@2|Bacteria	1	0.001%
15241	2HPI0@201174|Actinobacteria	1	0.001%
15242	2I3DA@201174|Actinobacteria	1	0.001%
15243	4E6AF@85010|Pseudonocardiales	1	0.001%
15244	2DMV7@1|root	1	0.001%
15245	32TWY@2|Bacteria	1	0.001%
15246	2IMXB@201174|Actinobacteria	1	0.001%
15247	4FUZH@85025|Nocardiaceae	1	0.001%
15248	2IGPR@201174|Actinobacteria	1	0.001%
15249	2GJIS@201174|Actinobacteria	1	0.001%
15250	4EXBM@85013|Frankiales	1	0.001%
15251	28M65@1|root	1	0.001%
15252	2ZAJT@2|Bacteria	1	0.001%
15253	2GMZU@201174|Actinobacteria	1	0.001%
15254	4DY47@85010|Pseudonocardiales	1	0.001%
15255	COG0330@2|Bacteria	1	0.001%
15256	2GPA3@201174|Actinobacteria	1	0.001%
15257	233XY@1762|Mycobacteriaceae	1	0.001%
15258	4EHXK@85012|Streptosporangiales	1	0.001%
15259	2GJR2@201174|Actinobacteria	1	0.001%
15260	2IHW5@201174|Actinobacteria	1	0.001%
15261	4EQ4R@85012|Streptosporangiales	1	0.001%
15262	2EGQJ@1|root	1	0.001%
15263	33AGQ@2|Bacteria	1	0.001%
15264	2IADM@201174|Actinobacteria	1	0.001%
15265	2GJRK@201174|Actinobacteria	1	0.001%
15266	4EVG9@85013|Frankiales	1	0.001%
15267	COG0342@1|root	1	0.001%
15268	COG0342@2|Bacteria	1	0.001%
15269	2GJTT@201174|Actinobacteria	1	0.001%
15270	4ERTD@85013|Frankiales	1	0.001%
15271	4ES9T@85013|Frankiales	1	0.001%
15272	2H887@201174|Actinobacteria	1	0.001%
15273	2GJ3V@201174|Actinobacteria	1	0.001%
15274	2ERK6@1|root	1	0.001%
15275	33J5P@2|Bacteria	1	0.001%
15276	4ES6E@85013|Frankiales	1	0.001%
15277	2GXSK@201174|Actinobacteria	1	0.001%
15278	4EXD7@85013|Frankiales	1	0.001%
15279	2GM8R@201174|Actinobacteria	1	0.001%
15280	4ESV2@85013|Frankiales	1	0.001%
15281	COG2844@1|root	1	0.001%
15282	COG2844@2|Bacteria	1	0.001%
15283	2GMKT@201174|Actinobacteria	1	0.001%
15284	4ERG2@85013|Frankiales	1	0.001%
15285	2IBF8@201174|Actinobacteria	1	0.001%
15286	4ETW6@85013|Frankiales	1	0.001%
15287	2I3EW@201174|Actinobacteria	1	0.001%
15288	4EUN9@85013|Frankiales	1	0.001%
15289	COG0427@2|Bacteria	1	0.001%
15290	2IAMG@201174|Actinobacteria	1	0.001%
15291	4EUUK@85013|Frankiales	1	0.001%
15292	2IQMJ@201174|Actinobacteria	1	0.001%
15293	2AEJC@1|root	1	0.001%
15294	30E6R@2|Bacteria	1	0.001%
15295	2H2XZ@201174|Actinobacteria	1	0.001%
15296	4EVZT@85013|Frankiales	1	0.001%
15297	4EX4S@85013|Frankiales	1	0.001%
15298	2ID0K@201174|Actinobacteria	1	0.001%
15299	2I3YN@201174|Actinobacteria	1	0.001%
15300	4EV1I@85013|Frankiales	1	0.001%
15301	2B8TX@1|root	1	0.001%
15302	32240@2|Bacteria	1	0.001%
15303	2HRST@201174|Actinobacteria	1	0.001%
15304	4CTW1@84995|Rubrobacteria	1	0.001%
15305	2IM3P@201174|Actinobacteria	1	0.001%
15306	2BX5M@1|root	1	0.001%
15307	32RDI@2|Bacteria	1	0.001%
15308	2I5QA@201174|Actinobacteria	1	0.001%
15309	2BRBG@1|root	1	0.001%
15310	32KA1@2|Bacteria	1	0.001%
15311	2II65@201174|Actinobacteria	1	0.001%
15312	2GMWE@201174|Actinobacteria	1	0.001%
15313	4EUIT@85013|Frankiales	1	0.001%
15314	2IBED@201174|Actinobacteria	1	0.001%
15315	4EV7W@85013|Frankiales	1	0.001%
15316	2IRUI@201174|Actinobacteria	1	0.001%
15317	COG4124@1|root	1	0.001%
15318	COG4124@2|Bacteria	1	0.001%
15319	2GPFJ@201174|Actinobacteria	1	0.001%
15320	2IGI7@201174|Actinobacteria	1	0.001%
15321	4EUKB@85013|Frankiales	1	0.001%
15322	2I2FR@201174|Actinobacteria	1	0.001%
15323	2I2NJ@201174|Actinobacteria	1	0.001%
15324	23B4S@1762|Mycobacteriaceae	1	0.001%
